title,//,sentence,//,Toefl,::
"Do you agree or disagree with that the opinions of celebrities, such as entertainers and athletes, are more important to younger people than they are to the older people.",//,"These days people can easily express and share their opinions about certain subjects via SNS such as Twitter and Facebook. Obviously, entertainers were one of those who actively put their opinions regarding controversial issues, and I believe that those famous people played a pretty important role in making the younger generations than older ones get interest in these issues.

First of all, younger people pay attention to and care about the opinions and thoughts of celebrities than older generations. This can be seen among the teenagers most of the times, since teens tend to have a longing for certain celebrity they favor and idolize them; hence, feel curiosity towards the thoughts and perspectives he or she has and easily are influenced by these thoughts. For example, an entertainer brought up an issue about animal abuse, and left a sentence saying animals should be treated well since they are also living creatures that have feelings on her own homepage, with a photo she took with her pet dog together. This was noticed by many people who agreed with her view and took part in spreading it to more people, and most of them were teenagers and young people in their 20's, who cared about this celebrity much.

In addition, younger generations are more familiar to using electronic devices and sharing ideas through them, which older people usually are not very interested in. With the drastic development of Informational Technology, younger people were born and grew up with electronic gadgets as more options were attached to them year by year, and ostensibly many celebrities who dominantly use SNS based on the Internet as a way to express their ideas are the young ones who consist this generation. As a result, younger people would look into celebrities' opinions more and be much more exposed to opinions of celebrities than older ones who hardly get a chance to do this; and eventually, younger ones who frequently watched famous people's views would be affected at least to some extent.

To sum up, with the drastic improvement in technology combined with usual attention of younger generations towards their objects of observation, famous, unreachable and respected people, it made the celebrities' perspectives very influential to younger people. This point seems obvious, if it has acted rather as a negative or positive way to us.",//,essay,::
People who do not accept criticism from others cannot be successful at working in a group.,//,"There has been heated debate over the issue of whether people who do not accept criticism from others cannot be successful at working in a group. While there are many good arguments for both positions, the following argument will explain in detail why I agree.

  My first argument for the influence of people should be espoused. This is because people play critical roles in developing our untapped talents. Modern-day people live hectic lives because today's globalized society is increasingly competitive and constantly changing. Consequently, it is difficult for people to discover their personal interests and pursue the fields of study that they prefer. This makes it crucial for people to help us to develop our talents and tap into our full potential. Therefore, people' influence cannot be overlooked in this context. According to a group of education experts at Columbia University, people who are under the close guidance of their co-workers and boss at their workplace decide on their future careers and develop their potential faster than people who are not. The majority of education experts argued that people are likely to be unproductive if they do not fully receive the advice and help of their peers and boss, especially when they are in their potential stages.
 
  Moreover, my strong support for people' influence can be rationalized. This is attributed to the fact that people, with their years of experience, can offer lessons on morality and ethics. People who are not still mentally immature have long way to go before they become experts in their fields. During this long journey, they tend to make many mistakes and are prone to misbehave. However, people can be guided by their closer friends and mates, who can teach them about etiquette and social norms and can thus become good models for society. In this respect, people exert good influence on us. For example, undeveloped people may give in to the temptation of playing computer games all nights long because they are too immature to judge right from wrong. This is why people' influence is an urgent need. With the guidance of them, such as co-workers or boss of us, we can learn how to avoid such temptations and become law-abiding citizens, by listening our advisers' descriptions of their own experiences. Through such lessons, we can become holistic beings.

  In a nut shell, my discussion above presents two stronger arguments for people' influence which I believe effectively convince the reader.",//,essay,::
Letting a friend make a mistake is better than taking action that risks destrotying a friendship,//,"Some people believe that allowing a friend making a mistake is better idea than trying to prevent him or her from it. This is because they think another person's advice may not always work out sometimes. However, I firmly believe that even though it would be risky that destroy a relationship, people should take action for their friends for following reasons: First, one can't make wise decision alone and second, it will worsen a friendship if something gets wrong with a friend.

To begin with, every human being is not perfect creature. Which means we always can't make smart decision by ourselves in all situations. That is why a good friend exists. People should help their friends to do right thing when others seem to walk along the wrong path. For example, I have an old friend named Jihee. Since Jihee has always felt that she needs to study more, she decided to study abroad in United States after she graduated college. After getting in graduate school in California, everything seemed going well with her. However, one day I realized via her friend that she got addicted to alcohol because she could not get used to new life in strange country and had heavy pressure under the a lot of tests she had to pass. As one of closest friend, I was worrying about her situation. So I flew to her place and persuaded her to take off the school for a year and come back to hometown. At first, she refused to take my advice, but she soon went back to Korea with me and got some therapies for her alcohol addiction. If I had not taken any action for her situation, she would be in serious trouble by now. Therefore, it is important to guide friends into right direction rather than sitting back and watch them making wrong decisions.

On top of that, just letting a friend decide any choice can worsen relationship sometimes. If a friend's decision get wrong and something bad happens to her, she may blame on me having not told any advice to her. Thus it would break our friendship. For example, when I was in high school, I used to have a friend Nancy. At that time Nancy was considering breaking up with her boyfriend because he would not respond her messages and calls for two weeks. Even though I saw that guy walking with a strange girl at the shopping mall, I didn't give her any advice because it could hurt her feelings. Also I thought all matters were up to Nancy. However, after she realized the boy was cheating on her, Nancy suddenly blamed on me that I haven't told anything I knew to her. After for a while, Nancy apologized to me about being dramatic, but we could not get along well as we used to. This example implies that sometimes letting a friend making own decisions is not good idea and may break a relationship.

To sum up, I agree with the idea that taking action that risks destroying a friendship Is better than letting a friend make a mistake. Since people usually can't make smart decision alone, friends need to guide that right direction. Also, sometimes sitting back and allowing a friend decide whatever they want will worsen a friendship if something gets wrong with her.",//,essay,::
"The extended family (grandparents, cousins, aunts, and uncles) is less important now than it was in the past.",//,"Some people might say that the extended family is important. They could say they can learn about a profound family culture as one of reasons. However, I believe that the extended family is less important now, compare to the past decades. This is because people generally do not live with their extended family. Also, people in these days are too busy.

 

To begin with, it is not common that living with their extended family, or living close to their extended family today. Around two decades ago, it was common that living with or living close to a lot of family members including grandparents, aunts, uncles, and so on. However, as time goes by, the size of family has been decreased, and the frequency of meeting extended family has been decreased, too. This situation naturally discourages people communicate with their extended family. In a nutshell, it will be no difference between extended family and strangers in near future. Considering current trend, I believe that the importance of extended family is just an illusion.

Secondly, nowadays, people live in a big competition. All the things related to their life belong to the matter of competitions. For example, teenagers compete their academic grades, a business man compete their companies. There is no enough time to looking how their family lives well or similar things. According to the research conducted by Korean University in 2010, eighty-percent of people talks with their extended family once a month. Furthermore, half of the people who are in the eighty-percent answered that they do not care about their extended family because of their tight life. This result shows the fact that people do not consider their extended family as cherish human beings in the world, contrast to the past tendency.

To sum up, family separation has brought less communication and indifference to the extended family. Struggle for hot competition in these days prevents people from paying attention to their family members, especially to the extended family members. Taking all these things into account, I think the extended family is less important now than before.",//,essay,::
"In today’s world, it is more important to work quickly and risk making mistakes than to work slowly and make sure that everything is correct.",//,"Modern technological development has made our lives faster than ever before. Under this circumstance, people nowadays tend to live with the faster face, and people are now concern more about efficiency. As a result, doing things slowly and making almost everything correctly seems to be sort of out of date. In a modern society, people should, I believe, work at a higher speed and risk taking mistakes.

First of all, the development of modern technology has made our life faster than ever before. With the assistance of modern techniques, we consequently should work faster than ever before. For instance, in the old days people made their own clothes by hand. However, now machines in the factories have made sewing and weaving at a great speed and of great quality. We do not have waste any time doing cumbersome works because of the modern technology. Therefore, we should not insist to work at a slow pace instead of enjoying convenience that is brought by technology.

Another important aspect is, now we are living in a society which develops rapidly. To meet the rapid change and improvement, all of us need to improve our own efficiency. As we can see, almost every factory wants to increase its productivity and almost all the employers to generate greater value within the time limitation. Nobody wants to be a loser in the society, so the only way to keep pace with the whole society is to accelerate, which is, working faster. Admittedly, it is highly possible for us to make mistakes when working as a high speed. But in fact, we human beings make mistakes, so even if we work as slowly and carefully as possible, we still risk making errors. However, by taking the advantage of high self-efficiency, we can do our work more precisely than ever before.

All in all, in todaty’s world, people should work as a higher spped. It is so important that everyone in a modern society should be like that. It is a general tendency of the world.",//,essay,::
Should children learn about the notion of managing money? Do you agree or disagree?,//,"Some people might think that children do not have to learn about the notion of managing money because how to manage money can be educated by confronting the real situations in their future. However, I disagree because by learning managing money, children can practice to avoid monetary problems like bankruptcy and make their life be in high quality through the money.
 
To begin with, learning how to manage own money can reduce the possibility of falling monetary problems. We can see surround people who are in stress because of losing money. Most of this happening exists due to the wrong management. For example, people sometimes invest their money without profound consideration. Another case, someone lend their money to their friends without official documents. To prevent these situations, people should know how to manage their own money since they are young.
 
Moreover, people who manage their money well can enjoy their life with high quality. Even though pocket money cannot cover the expense of enjoying high quality life, such as travelling, learning, going concert, if money has been well managed, this life can come as reality. Let us suppose two persons. They get same amount of money from company once a month. One person saved one third of money, and spent remaining in buying necessary things. The other spent all the money for temporary amusements. One year after, the first person plan to world trip with saved money. The other also wants to go but he cannot do because he already spent all the money. However, he does not remember what he has spent in. This shows the problem of spending money without managing, in comparison with the effect of managing money.
 
Taking all these things into account, I firmly believe that learning to manage money from the age of child is significant. It helps us to avoid monetary problems as well as to enjoy their life in future.",//,essay,::
Young people do not give enough time to helping their communities.,//,"In old days, the society has not been developed much. So, almost everyone think that their communities need to be developed at that time. Then, they tried to put a lot of time into their communities to live better lives. However, the society has changed a lot, so that young people who live in modern age are not interested in their communities. Rather, they think things related to themselves more important. I also think more about individuals than groups.
 
 Nowadays, young people are concerned about their future because companies have reduced employment recently. Then, many young people should compete against each other to get a better job. To survive in the competition, they have to prepare for an English score and the internship and even voluteer work experience. Otherwise, their future might be unclear. So, that’s why young people focus on themselves rather than communities.
 
I am sure that another reason is that the technology has been developed a lot nowadays and it made our lives more convenient. Let me give one example of a mobile phone which is well-known as one of the most developed inventions in modern times. Young people spend a lot of time on doing their mobiles with a variety of applications. There are SNS(social network service), e-book and the Internet. They can find some information that they want and make new friends from other countries now. There are so many things to do using a mobile phone in modern days.
 
Taking these two reasons into account, I agree that young people nowadays do not give enough time to helping their communities. A majority of young people who want to get a good job should try hard to win the competition. In lifestyle, the technology has been already made breakthrough, so many things that we can not imagine in the past can be happened using a mobile phone.",//,essay,::
Should teachers be paid based on students' performances for the benefits of both students and teachers?,//,"Some people say that when teachers are paid based on students' performances, the education of school would be improved since it is clear that we are living in materialism society. However, as far as I'm concerned, teachers should not evaluated only by their students' grades for two reasons: teachers have to pay attention to not only how to teach effectively, and students would not no longer thank teachers' efforts on class. 
 
 First of all, teachers should also give attention to character education as well as class. This is very important and time-consuming education while the result rarely appears to be good grades. The purpose of schools is not only in improving students' intellectual ability, but also growing them as good members of society. Since we are living together having interactions, there is more possibility that success in life is up to one person's character like responsibility, morality, not rely upon how much knowledge they have. For example, There is a hairdressor from Korea who succeed in Philippines as a boss of tens of shops. Actually, he was not a honor student because he didn't like studying general subjects. However, he met a homeroom teacher when he was in middle school who always encouraged him to find his talent and emphasized and let know like growing leadership, time-management skill, and endurance are so important in life than winning good grades. He said that from the teacher, he got courage, got to know how to live an independant life, and he found his flair and decided to be a hairdressor. Even he said that his enterprise at present would not exist if she did not encouraged him. In this sense, we can know teachers' education much affect one's life,and this is not knowlege, but wisdom. Wisdom does rarely appear as students' grades, but it is essential for teachers to teach. When teachers are evaulated and paid only with their teaching skill, they are more likely to spend less time how they can make their students wiser and good members of society. Thus, I strongly believe that teaching skill cannot be a standard how much they get paid.
 
 Also, the relationship between students and teachers would more likely to be superficial. This is because students would think that the reason teachers spend long time how to teach effectively is only for his or her better finance, not from love for students. There is believe that educators are the people who educate students to cultivate good social being, so pupils respect their teachers since they feel teachers love their being although they get salaries. If such policy come to be true, they would regard the teachers who put a lot of efforts into class just instructors, and pupils would not also realize the true heart of educators to enhance their intellectual ability which let them live with widen perspectives. According to a survey conducted by psychology department of Chicago university, There was huge difference between two groups: A group of schools enacted the salary policy based on students' performances, and B group did not. The students of the schools of A group tended not to follow educators' advice, and the rate of the juvenile delinquent was higher about 30 percent more. Moreover, they were thinking teachers only educate for their financial condition, and they are not loved by them. In this sense, how well teach students should not be a criteion for educators' salaries.
 
 In short, if educators get paid based on students' peformances, for their high salaries, they would not spend enough time making students suitable members of society, and students would not appreciate their teachers' endeavor to develop teaching skill because they would think their effort is for money, not for love for pupils. For above reasons, I firmly disagre with the statement that teachers should get paid accoeding to their students' performance.",//,essay,::
"At universities and colleges, sports and social activities are just as important as classes and libraries and should receive equal financial support.",//,"Some people claims that universities and colleges should not spend a great deal of money om sports and social activities, as their budgets should prioritize classes and libraries. However, as educational institutions, universities and college have an obligation to provide a wide range of knowledge to their students to help them deveop academically and socially.

First of all, more and more business require people who are not only specialists in their fields, but also skilled in social interaction. In the rapidly changing environments of science and the economy, no task can be done by a single person. Given the need for collaboration, social skills and team spirit are necessary qualities for any successful person. Clearly, sports and social activities in universities and colleges provide students with the perfect settings to practice their social skills. By playing football on a team or joining in a protest, for instanace, students can develop a sense of belonging and experience team spirit, both of which may prove very important in building a career.

In addition, sports and social activities can greatly improve student’s efficiency. Students need not play sports or participate in social activities at the expense of their academic study. Indeed, for some students, playing sports and joining in social activities are good stress reducers. Even the most enthusiastic people feel tired if they focus on their one thing for too long. Frustrated and tired people can do nothing well if they do not recover from their bad situations. Students who have been frustrated in their academic work would be well-advised to play some sports or join in social activities. This demonstrates that universities  and colleges should spend adequate money on academics as well as sports and social activities.

To sum up, I maintain that universities and colleges should spend enough money on academic education and social movements to prepare students for their future development.  ",//,essay,::
Teachers should not present their personal views on politics in the classroom.,//,"Various opinions may exist over whether teachers should not present their personal views on politics in the classroom. As far as I am concerned, I am in complete disagreement with the argument. The two ideas stated below can be sufficient evidence to support my disagreement.

My first argument for teachers' personal views on politics should be espoused. This is because they help students to be well-balanced. While students grow up, they are exposed to certain types of the information and knowledge about the world, through education at school as well as at home. The problem with this is that most of information and knowledge is conveyed from one source's particular viewpoint. Given this, in order to be well-informed, students try to learn about different viewpoints through their teachers' personal views on politics. In my case, I acquired information about exploring space by chatting with my friends. Due to the friends, I came to be fully exposed to the great achievements of governmental space projects. However, my perspectives on these governmental projects could not be solely positive when I knew the difficulty of exploring space and frequent struggles with political parties involved through my teacher's views on politics in the classroom. Without these political view points, I might have held a slanted view of what was going around me.

Moreover, my strong support for teachers' private ideas on politics can be rationalized. This is attributed to the fact that they can allow students to get the latest information. Our world is evolving at a surprising speed. As a result, students may have difficulty understanding all of the changes and new events come about. Given this context, it is important that they try to keep current by learning about changes and events through their teachers' personal views on politics. In a recent survey carried out by Harvard University, nearly two thirds of surveyed students felt that they could update their knowledge and successfully adjust themselves to the changing social trends through different views on politics by their teachers in the classroom. According to the surveyed students, these personal political views prevented them from being confined to an outdated world. It is no surprise that there has recently been a drastic increase in the number of students who love to hear their teachers' personal views on politics to gain the latest knowledge of the world.

In conclusion, it is undeniable that students can become well-rounded by accepting their teachers' personal views on politics in the classroom. By doing so, they can also avoid becoming biased and outdated. These two reasons both connect to students' increasing need to accurately understand the world around them.",//,essay,::
It is more important to give students awards for their effort rather than give awards for achievement.,//,"All people try their best to obtain their aim, but most of them fail to get the success even though they work really diligently. Furthermore, some people acquire unintended result though they do not work hard. It is quite unfair for those who study rally hard. Therefore, we should recognize the effort of journey of people. In that way, we could hearten people to try their goal again, and be more helpful in the future. Lastly, realizing only success is malicious way of assessing person's nature.

 If we encourage people who fail to obtain their achievements, it would give them a tremendous effect. For instance, he could get the willing to try again and overcome this complicated situation whenever he faces it. In contrast, we did not try to recognize the effort of failed person, it would trigger detrimental consequences. In Korea, most of high school students have gotten innumerable pressures from their studying. They work really hard to go to famous university. However, this reason sometime bring bad situation like committing suicides. The most adequate reason to explain their suicide is their parent. Their parent only seeks the better grade then the student gets and seeks the good result. This greed of student's parent led their children to die. If they just hearten their children to try again. Their child does not need to commit this perilous behavior and successfully achieves their goals.

 Most of people get the energy or motivation through people they love or respect. This willing is really tremendous, so it makes people to not relinquish again when they conflict the situation they struggle with. If not, they could be obsessed with success and finally undermine the situation. Therefore, we should realize the effort of one’s. The person with successfully overcome the intricate situation is more likely to success, because they know how to deal with problem they encountered before. In other words, they endure their problem by other’s encouragement.

 Evaluating people with their fortune and property is vicious way to assess people. All people have totally different characteristic and way of thinking, so we should carefully judge people. There is some old fairy story that perfectly matches with this idea. Long time ago, there is a very rich old man. He does not know how to socialize with other, because he spends his whole life to make money. After the rich man retires from his work, he decides to make friends. As time goes by, the rich man successfully makes two friends. His first friend uses to avoid pay money, while his second friend is willing to pay the money during playing time. One day, the rich man loses his all money to defrauder. He does not have any place to sleep. Therefore, we go to his first friend’s house, but he refuses the rich man to sleep at his house when he hears the story. The old man gets shocked and he finally realizes that he was wrong. At that moment, the second friend finds the old man is sitting on the street. He brings the old man without asking why and let him to live in his house until he catches the defrauder. Throughout this happening, the old man recognized how to assess the people.

Most people work really hard and some of them succeed in obtaining their goal, while the others fails to achieve their aim. When one of our surrounded people faces this happening, we should hearten them to try again instead of compelling them to try again.",//,essay,::
Being different from others is helpful for achieving success.,//,"There is an argument over whether being different from others is helpful for achieving success. Some might argue that being same with other people is better. However, in my view, it is better to be different from others for success. There are several reasons that I could support my argument so I will limit the discussion to the two that I feel are the most relevant to the topic. First, people can save money. Also, people can get expertise.

To begin with, the most important reason for my feeling this way is that people can save money. Most often, money tends to be very important in our everyday lives. If people are different from others, they will make the most of their money. Take my uncle, for example. It is very efficient to be different from others. My uncle did not waste money for drinking when he was in college. In contrast, his friends were drinking every week like other people. Thus, they spent much money when they were college student. Unlike his friends, my uncle did not spend money for drinking for 7 years and made their own restaurant by using that money. This result clearly shows that being different from others help people become successful because of efficiency.

Moreover, another reason which proves my point is that people can get expertise. Commonly in society, many accomplished people tend to have expertise. Therefore, people can succeed if they are different from others because it help them get expertise. A really good example can be seen in Minhan Kim. I read online that Kim, the CEO of the CS company, achieved great success because he was different from others. Kim, using this expertise, transformed his company one of the most profitable software enterprises in Korea. When he was high school student, he did not study to go to university like other students in Korea. He did not go to university, but made programs on and on. As a result, he made a great program and earned prestige. This example clearly shows that it is better to be different from others because of expertise.

To summarize, I believe that being different from others is helpful for achieving success on the grounds that people can save money and also people can get expertise.",//,essay,::
What are some important qualities of a good supervisor(boss)? Use specific details and examples to explain why these qualities are important.,//,"There are some crucial aspects to become a good supervisor. I strongly believe that someone who wants to be a great boss should have diligence, confidence and warm heart. These three traits are the most necessary components for a good supervisor.
 
To begin with, diligence is the most significant thing among many other qualities because there would be no success if someone is very lazy. There is a proverb that ""Early bird catches bugs"". Likewise, it is the most fundamental quality for supervisor who manages many people under his or her hand. If a company have an idle boss, it would ruin very quickly. For example, there was a chairman of some company, he always drank every night and did not care any tasks of the company. Eventually, he got fired because his subordinates completely hated him.
 
Also, confidence is substantial trait of a good supervisor's requirement. Generally, a supervisor manages a lot of subordinates under his feet. To lead many people's opinion, the leader should have great leadership that never sway by other assertions. If he would not decide his will or would not gather other people's diverse arguments, the company's policy would face a lot of problems. For instance, when I was a chairman of the committee at my work, I did not make a crucial decision due to some subordinate's opposition. However, that hesitation resulted in a bigger confusion.
 
In addition, a warm-hearted mind is needed to someone who would like to be a great supervisor. This characteristic can obtain much better respect from subordinates. In all likelihood, no one would not like the supervisor who has a nice manner and is very kind. It is said that someone gives a goodwill to others, he will return it as much as he was given. Therefore, if someone utterly wants to be a great boss, he should have a thoughtful mind to others.

To conclude, there are some indispensable elements to be a good advisor. they are diligence, confidence and warm heart. If someone has these traits already, he would be a truly fine supervisor.",//,essay,::
The best way to relax and reduce stress is by spending some time alone.,//,"As to the statement that the most appropriate methods to relieve stress is to have personal time, I strongly agree with it. That’s because it is more easier to enjoy free time and there are lots of recreations that one person can enjoy.

First, If people have a pastime alone, they do not need to be careful about other things. Specifically, playing with friends require to arrange meeting time, places and what they will do. This is possible to cause additional stress for an individual because it is time-consuming and hard to reconcile the options. For example, I have always loved to go hiking in mountains, and if I go there with someone, I would feel uncomfortable since I should consider the routes and how much we will walk. However, when I go hiking alone, I don’t need to worry about specific plans. I am able to choose courses to which I am attracted. In this regard, I believe that spending leisure time alone allows people to enjoy more easily.

Second, nowadays, people don't need to find friends purposely to be recharged. It was fairly common for people in the past to have their free time with others, as going to beach or playing group sports. On the other hand, in today’s society, there are numerous entertainment every person can enjoy without gathering other people. For example, my father used to play soccer after school because it is hard to find a variety of pleasures in his town. He virtually did not have choice but to play physical activities. In contrast, in modern society, people have made various pastimes such as computer games, watching shows and doing something through smart phones. These are sometimes more interesting and don't require other person. This is why I don't think that group activities is necessary to relieve stress.

To sum up, enjoying pastimes alone is more better in some ways because people can arrange their time comfortably and there are many enjoyments that only a single person can enjoy.",//,essay,::
It is more enjoyable to have a job where you work only three days a week for long hours than to have a job where you work five days a week for shorter hours.,//,"Some people might say that working five days a week for short hours is preferred because they can work with strong but short concentration. However, in my opinion, working three days a week for long hours is better for following reasons: We can relieve our stress by enjoying a hobby or having a journey.
 
For the primary reason, people can enjoy their hobby with enough time. Enjoying own hobby has an influence on psychological happiness. Thus, having a hobby is the best for spending holidays. However, there are things to do during holidays such as home chores, meeting friends. It is not easy to make time for enjoying own hobby. For example, in my country, people generally work for five days a week. It is rare to find people who enjoy their hobby within the two other days because most of the people think these holidays fly easily, just for taking a rest or having time with their family. Of course some might say working five days a week for short hours can use their after-working time, which is relatively longer than working three days a week, but it is not easy to manage after-working time as they think due to getting tired. Enjoying own hobby has an influence on psychological happiness Therefore, I prefer to working three days a week for long hours.
 
My next reason for supporting working three days a week for long hours is because workers can go travel during their holidays. Travel allows people not only to stress out, but also to increase productivity. To be specific, through travelling, people can enjoy their life at a distance. Seeing a wonderful landscape and eating a delicious food will give a sound body with a sound mind. They will be ready for getting back to work place with good condition. Good condition will bring a strong passion and enthusiasm. They will work hard even they have to work for long hours, and this will affect their future promotion. Following this repertory, people will be full of positive mind and praise their life. This is my reason why working three days a week is good.
 
To sum up, working three days a week for long hours is better option than the other because this option enables workers to manage their time easily. Making/enjoying a hobby or going travel really works for stress-out and this allows people to fall in love with their happy life, even their jobs.",//,essay,::
"Do you agree or disagree with the following statement?
Movies and television have more negative effects than possible positive effects on young people.",//,"Some people argue that watching televised programs on TV would have positive effects on youth because it enables them to experience the world indirectly so that it is educational. However, I am of believer of the opposite is true. To elaborate, TV programs nowadays contain inappropriate contents and it is addictive in a way that it prevents the young to have healthier activities outdoor.
 
To begin with, visual images on TV in recent years display quite violent and inappropriate images for the youth to watch. The problem here is that these images will have negative effect on teenagers and adolescents because their mind is not as concrete as those of adults and they are vulnerable to these images in a way that it will affect their future behavior. To illustrate, one research done by Seoul National University of South Korea, those teenagers who watched violent images such as gunshots or fistfights showed 80% higher tendency to display violent act than those who did not. Therefore, TV programs today which depict much of these images will have definite negative effect on the youth.
 
Another equally important reason is that watching TV can be addictive so that it prevents teenagers to have healthier outdoor activities. TV programs are becoming bolder and bolder in its way of expression to attract more viewers. That is, they try to capture people’s eyes constantly to keep them in front of TV. Such despicable effort will lure young people to watch TV for all day long, resulting in unhealthy habit sitting face-to-face with TV screen every day. Such habit would eventually lead to reduction of physical health and solitary life style.
 
In conclusion, I believe watching TV programs for teenagers only brings negative results, because TV programs illustrate unhealthy images for the young and it lures vulnerable mind of teens to stare at the screen all day. In this regard, it is imperative to say that advantage of watching TV outweighs disadvantages.",//,essay,::
"Do you agree or disagree with the following statement?
Young people enjoy life more than older people.",//,"Some argue that when people get older, there would not be many excitements and leisure activities to enjoy as much as when they are younger. However, in my opinion, elderly would have their own time of their lives and enjoy much as they did when they were young. That is, older people spend their leisure time in different way than younger people. Moreover, they are much more satisfied and experienced than the young so they know how to please themselves.
 
To begin with, the elders spend their leisure time different from the young people have good times. To elaborate, the youth would spend their time pursuing excitements such as drinking, clubbing, or active sports such as football, tennis or soccer. In contrary, older people pursue peaceful and relaxing leisure such as reading in café, playing poker games, or just a simple walk during on a warm day. Such activities are enough for the old people to enjoy. For example, when I went to Bali, Indonesia, there were many retired elderly who visited. They were having time of their lives enjoying beach walk, having good conversation in cafes, and reading while sunbathing. In this regard, I do not think that the young will have more fun than the old.
 
On top of that, since old people are more experienced and satisfied, they can enjoy more comfortably. To illustrate, most of the elderly underwent many things so they know what they want. They probably tried many leisure activities and know exactly which activities they themselves enjoy or not. Therefore, there is no waste of time or money to discover which is good for them. Moreover, most of them have already achieved their goal or dream, so they are more satisfied with their life than the young. As their satisfaction level is higher than the youth, they will spend their extra time much happier.
 
To wrap up, I am a strong believer of old people enjoy life as much as young people do. Since the old people are more experience and knows what they want in addition to the fact that they are much more satisfied with their lives, and they have different way of relaxing and enjoy from the young, it is wrong to say the young have better way of enjoying life.",//,essay,::
In twenty years there will be fewer cars in use than there are today.,//,"Along with the development of technology, many people have their own cars compared to the past twenty years. Then, what would happen in next twenty years? While some assert that in the future there will be fewer cars in use than are today, others argue in the opposite perspective opinion. Personally, the latter opinion seems much more persuasive for development of cars and economical reasons. 

To begin with, in twenty years, every person can buy the cars because of their cheap prices. This is primarily due to the fact that development of alternative energy such as hydrogen, sunshine power and water. To be specific, these new cheap energy will replace expensive fossil fuel energy. Actually, the cost of using car is highly expensive because of the continually increasing cost of fuel; therefore, cheaper fuel would lead to increasing consumption of cars. A research on fuel was carried out at Seoul University. According to the study, 78 percent of 20s people would buy their future cars if the fuel is cheaper. This result clearly shows that in twenty years many people will afford to buy their cars.

Secondly, car is the most convenient transportation and it will be same in twenty years either. To illustrate further, although developed technology made airplanes, we do not use airplane in our daily lives. This shows that driving car is the best for our routine lives. In twenty years, there might be a new fascinating transportation; however, using car will be the most suitable method to go near places. For example, most people use their car when they go other places, especially in Korea. According to the study of Korean University, 89 of people responded to use their car among 7 transportations and they said that it is because car is the most convenient and comfortable for them. The research demonstrates that most of people feel comfortable regarding cars.

In conclusion, even in twenty years, there will be more cars in use than today. This is because the price of using car will be decreased and the car is the most convenient transportation for people.  ",//,essay,::
Do you agree or disagree with the following statement? High school students should be allowed to choose some of their classes.,//,"Some argue that it is better for high school students to study fixed curriculum because it will teach them necessary education, therefore better prepared for college. However, I am of a believer the opposite is true. Having to choose courses offer students to figure out what their real interests are. Moreover, it is much more effective in terms of learning, because they feel more responsibility.

First of all, giving freedom for high school students to choose some of their classes will provide them opportunity to find out what they are really interested in. To elaborate, since students are not fully aware of their true academic pursuits, having choices what to study will provide them to get a taste of many fields so that they can find the particular study that they want to go deeper. A research done by Department of Education of Korea, students who went to school where students had some freedom of choosing course had 40% better academic achievement compared to students who went to the school where had fixed curriculum all along. The department concluded that the reason for this better academic achievement was students who had choices what to learn during high school realized their career goal earlier than those who had not. Looking at this research result, it is obvious that it is better for high school students to have some extent of freedom to choose their classes.

Moreover, it is much effective way of learning because students would feel responsible to their choices. Since they chose their courses by themselves, they will have much more responsibility to be good at it than studying what they are given. Therefore, they will put more effort on the class. For example, I exerted bigger effort to the classes that I chose than the one that was fixed during my high school years because I wanted to be responsible to my choice.

In conclusion, it is clear that advantages of choosing some classes for high school student outweigh the disadvantages.",//,essay,::
