essay,::,StudentResponse,::,I/B/C,::,Thesis,::,Topic,::,Coherence,::,Transition,::,Main Idea,::,Supporting Idea,::,Style,::,Usage,::,Critique,//
"11&Considering the rapid development of public transportation and communication, not to mention foreign investment, traffic has been one of the main concern of the Municiple Council. From your observation, whould the government invest to improve the roads and highways or the efficiency of public transportation? ",::,"<IN>In light of the rapid advancement of public transportation and communication in step with the open economy coming into a potential city, perhaps the grave issue of concern is enhancing the roads and highways. <TS><TR>Therefore</TR>, rather thatn investing capital on public transportation, <TR>from my point of view</TR>, I feel that the government should pour their income to roads and highways.</TS></IN>

<BO1><MI1><TR>First and foremost</TR>, since pitfalls and bumperrs caused by severe weather are incresing traffic accidents, <TR>therefore</TR> in order to decrease these incidents, constructing road and highways are crucial.</MI1></BO1>

<BO2><MI2>Equally important thing is that we do not have sufficient amount of road to acomodate the growing number of traffic.</MI2> <SI2><TR>Therefore</TR> traffic jam has been one of the most serious problems of our society. Building more roads will definately make this problem disappear. </SI2></BO2>

<BO3><MI3><TR>Last but not least</TR> is that building bridges, highways and roads indirectly imply overall development of a country.</MI3> <SI3>This is because more roads are equavalent to the financial status of a country.</SI3></BO3>

<CO><TR>In summery</TR>, development of the roads and highways will make our lives more conveninet and safer, as well as develop our country.</CO>",::,3,::,5,::,5,::,3,::,4,::,5,::,1,::,2,::,3,::,"Great ideas. Now back them up with examples, research and information!  Your first main idea doesn't even have a paragraph to go with it!  Each main idea should have a paragraph with 4-5 sentences that support it. You have got to write MORE.
Also, take out every &quottherefore&quot that you have put in this essay.  They don't work.",//
12&Some people like doing work by hand. Others prefer using machines. Which do you prefer? Use speccific reasons and examples to support your answers. ,::,"<IN>There are various kinds of works people do during their lives. Some people prefer doing work by hand and others prefer using machines when they work. <TS><TR>In my opinion</TR>, I prefer using machines when I work even though I know each one have some advantages and disadvantages.</TS></IN>

<BO1><MI1><TR>First</TR>, using machines have many advantages when people work. It is time effective.</MI1> <SI1><TR>For example</TR>, it can enable people to accomplish their tasks quickly . <TR>Therefore</TR>, they can save times and spend more time in their leisure or their interesting parts.</SI1></BO1>

<BO2><MI2><TR>Second</TR>, using machines is cost effective.</MI2> <SI2>It can enable the empolyer to save payment for their empolyees because a machine are able to play many role instead of several workers' jobs. <EX><TR>For instance</TR>, in the automobile factory, automobile machines play many works' roles at the same times. machines can be replaced for several workers.</EX></SI2></BO2>

<BO3><MI3><TR>Moreover</TR>, Using machines is quantity effetive.</MI3> <SI3>people can produce or manufacture lots of same products in a short time. <EX><TR>For example</TR>, in stuffed toys factory, workers can make more toys by using machines than by hand.</EX></SI3></BO3>

<CO><TR>To sum up</TR>, <TR>as I mentioned above</TR>, Both using machines and by hand have each advantages or disadvantages. <TR>In my opoinion</TR>, using machine has lots of advantages in most parts, compared to by hand.</CO>",::,5,::,3,::,5,::,5,::,5,::,5,::,4,::,4,::,4,::,"You have the makings of a very good essay here.  Make your thesis stronger by choosing your side and staying there - no need to say anything about the disadvantages if you want to talk about the advantages.  Your main ideas are great and your support is great too, you just need to have more of it. ",//
"13&Some people spend their entire lives in one place. Others move a number of times throughout their lives, looking for a better job, house, community, or even climate. Which do you prefer: staying in one place or moving in search of another place? Use reasons and specific examples to support your answer. ",::,"<IN>I think that the life which lives entire life only one place is equal to prison life. Because I can't undergo new culture and civilization. <TS>I prefer moving to staying in one place to expose me in new people, climate, and even culture.</TS></IN>
 
<BO1><MI1><TR>First</TR>, I can experience many people.</MI1> <SI1><TR>In fact</TR>, the people who live in the world have different characters one another. <TR>So</TR>, I am able to meet and talk with new people. <TR>Therefore</TR>, I can develop my sociality and my etiquette. <TR>Moreover</TR>, the case of students, they are able to get familiar easier than adults. Because students are see one another every day.</SI1></BO1>

<BO2><MI2><TR>Second</TR>, I can feel various climate.</MI2> <SI2><TR>In fact</TR>, the climate forms the character of people. <EX><TR>For instance</TR>, the French and Italian are pleasant and active because of warm and mild weather. <TR>On the contrary</TR>, the English and German are dull and unactive due to rough and changable climate.</EX> <TR>So</TR>, the people who feel lonely and dull are able to cure their's problem for moving mild place. <TR>In fact</TR>, at the summer, the tourist go to mild and warm place more than cold and rainy one.</SI2></BO2>

<BO3><MI3><TR>Third</TR>, I am able to undergo culture of its society.</MI3> <SI3><TR>For instance</TR>, the people who go to United State are not able to adapt well in a short time. But after the pass of time, they can adapt in the culture of other society. <TR>Furthermore</TR>, it can be good experiences in my whole life.</SI3></BO3>

<CO><TR>In conclusion</TR>, I prefer moving to staying in one place to expose me in new people, climate, and even culture.</CO>",::,5,::,5,::,5,::,4,::,2,::,5,::,4,::,4,::,4,::,"You are using too many transitions.  Try taking out most of them.  If you have one in every sentence, it becomes a distraction.  Other than that, this is a good essay!  I think you need to say more about your last main idea.  Give examples.",//
14&A company has announced that it wishes to build a large factory near your community. Discuss the advantages and disadvantages of this new influence on your community. Do you support or oppose the factory? Explain your position. ,::,"<IN>Most people would disagree when a company wishes to build a factory in one's town. <TR>In my point of view</TR>, i think there are some advantages and disadvanteges. <TS><TR>However</TR>, if such a problem occurs in my community, i would disagree; for there will be more disadvantages such as pollution and traffic.</TS></IN>

<BO1><MI1><TR>First</TR>, the advantage is your work place can be near you.</MI1> <SI1><TR>In another words</TR>, you can prevent from waisting time to go to your work. This gives you more time to get rest and more spare time. <TR>Therefore</TR>, you can spend more time on communicating or playing with your family.</SI1></BO1>
 
<BO2><MI2><TR>However</TR>, pollution and traffic will rife.</MI2> <SI2>Pollution have always been one of the worst problems in the central area. Pollution destroys both nature and humans by causing the atmospheric problems.Traffic problem will also participate in vexing people. Cars will be centered on theroad near the company. <TR>Hence</TR>, this will cause rushhour on our community. That is why situation will probably get worse.</SI2></BO2>
 
<CO><TR>In conclusion</TR>, we have considered both advantages and disadvantages about the matter of factory construction. The outcome is there are more disadvantes such as pollution and traffic problems. For the benefit of our future, we must preserve our nature and take good care of them.</CO>",::,5,::,5,::,4,::,4,::,4,::,4,::,4,::,4,::,4,::,"This is a pretty good essay, but I think it needs to be longer.  Also, your conclusion ends on a weak note because the last sentence doesn't say anything about the factory or whether it is good or bad, just that nature needs to be saved.  Keep to the subject.",//
15&Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and exemples to support your answer. ,::,"<IN>Education is divided into acquiring knowledge and besides. School’s teachers take charge of passage to acquire knowledge, but our parents teach us besides knowledge. We won’t become a right people if we have much knowledge. <TS>Parents are the best teachers for three main reasons : the teacher can’t consider individually for students, parents have a lot of time being able to meet their sons and daughters, and teachers can’t teach students besides knowledge. </TS></IN>

<BO1><MI1><TR>At first,</TR> there are both the only teacher and many students in the classroom, but there are parents and sons and daughters in the house in which we live.</MI1> <SI1> There are better or worse students in the classroom. But a teacher can’t guide individually for students outrun by another student or going in advance of other students. This students are especially taught by their parents. <TR>In addition</TR>, both parents and children are bound by bloodline. <TR>So,</TR> the affection of parents for the students is more than that of teachers. <TR>In this reason,</TR> parents can be the best teacher. </SI1></BO1>

<BO2><MI1>The second reason is that there is time being able to meet students.</MI1> <SI1> Class time of the school is approximately 20-30 hours a week, but parents can meet their children besides the time which the student spend in the school. Good example of the fact that the meeting time with parents are important thing is the an orphan. They don’t have a meeting time with their parents. They commit many social problems statistically. The difference from an orphan for the general students is parents who can always meet after school.</SI1> </BO2>

<BO3><MI3><TR>Finally</TR>, parents don’t teach the only knowledge.</MI3> <SI3> We have learned many things since we were born which are a manner in special situation, a speech, and methods in social life. In my country, if some student acts a wrong behavior, such as smoking and drinking, the parents will hit his or her calf of the leg. This is traditional way for growing a straight way which is life.</SI3></BO3>

<CO><TR>Because of this reason</TR>, I think that parents outdo teacher in the best teacher. Not only is knowledge important for students but besides knowledge also important.</CO>",::,5,::,5,::,5,::,3,::,5,::,5,::,4,::,3,::,3,::,"I found your writing a little bit confusing, but your main ideas are really good.  A warning: if you are going to say something like &quotorphans cause trouble because they have no parents&quot you had better follow that statement with proof. Excellent thesis statement.",//
16&Business should hire employees for their entire lives. Do you agree or disagree? Use specific examples to support your answer. ,::,"<IN>The business tends to have two types of employ. The former is hire young employees and doesn't fire them until they retire. The latter is hire young employees and fire them when their efficiency diminish. <TS>I agree with the latter company tendency because of rapid production of goods, innovative thinking, and necessity of new youths.</TS></IN>
 
<BO1><MI1><TR>First</TR>, the company want to quick production of products.</MI1> <SI1><TR>In fact</TR>, the young people perform work more efficient than middle-age people or old people. <TR>Moreover</TR>, company and business have to establish efficient work system in order to win at the competition among companies.</SI1></BO1>

<BO2><MI2><TR>Second</TR>, the youth contains innovative thinking.</MI2> <SI2> Most of new employees are able to adapt well modern electronic facilities, for example, computer, mobile phone. <TR>So</TR>, they can perform works with electronic facilities more rapidly and accurately than without any facilities. <TR>As a matter of fact</TR>, many old men avoid to use convenient facilities.</SI2></BO2>

<BO3><MI3><TR>Third</TR>, the company need to use youths to notice the recently social tendencies.</MI3> <SI3><TR>In fact</TR>, the company has a obligation to raise the work efficiency. <TR>So</TR>, company is able to correct the problem of work, raise the efficiency of work speed.</SI3></BO3>

<CO><TR>In conclusion</TR>, I disagree with above statement due to rapid production of goods, innovative thinking, and necessity of new youths.</CO>",::,5,::,5,::,5,::,5,::,3,::,5,::,4,::,4,::,4,::,"This is a very good essay!  You just need to give your main points some examples and a little more support. Also, you are using too many transitions. ",//
17&Do you agree or disagree with the following statement? A zoo has no useful purpose. Use specific reasons and examples to explain your answer. ,::,"<IN>Whether a zoo has useful purpose or not sometimes becomes an interesting question. Some people may say that a zoo in not necessary because it is not yield practical entity. <TS>I think, <TR>however</TR>, we can greatly benefits from a zoo such as the preserving site of endangered animals, the way of reducing the stress.</TS></IN>

<BO1><MI1>The primary reason is that a zoo is a priceless site of conserving the wild animal including the extinct.</MI1> <SI1><TR>In generally</TR>, as the industry develops drastically, the environment-forest, natural site- is polluted and ruined by human activities. As the result of this acting, a variety of animals are facing endangered threatening. <TR>In this respect</TR>, a zoo is one of the efficient ways to preserve these extinct animals for the following generations.</SI1></BO1>

<BO2><MI2>The second reason is that visiting a zoo is fun and enjoying thing to relieve the stress.</MI2> <SI2>In practice, there are a lot of methods to reduce the stress according the individual tastes. <EX><TR>In my case</TR>, <TR>however</TR>, I often go to the zoo with my child to show them wild animal as well as reduce the stress which are accumulated on weekday. By breathing a fresh air and with the feeling back to the nature, I can recharge my energy for the next day easily.</EX></SI2></BO2>

<CO><TR>In conclusion</TR>, there is, of course, no need to build a zoo instead of plants, school and other practical facilities for the society development. <TR>In my point of view</TR>, <TR>however</TR>, a zoo has greatly useful purposes such as valuable site to preserve the endangered animal and the way of easing the stress in modern life. Why not visit a zoo nearby this weekend with family?</CO>",::,5,::,5,::,5,::,4,::,4,::,5,::,5,::,5,::,5,::,"This is a great essay, good job!  One thing - watch your transitions.  Also, the word you want is &quotendangered&quot, not &quotextinct&quot.",//
"18& Do you agree or disagree with the following statement? People should read only those books that are about real events, real people, and established facts. Use specific reasons and details to support your opinion. ",::,"<IN>We are live in the flood of information. <TS>We should read lots of books because all information is not true, <TR>moreover</TR>, we can learn lots of thing from nonfiction.</TS> <TR>Therefore</TR>, we should read many kinds of books.</IN>
 
<BO1><MI1><TR>First of all</TR>, all books cannot include only true.</MI1> <SI1><EX>In case of mine, when I served the military, as a information officer, I knew that all information, I believed them are true, <TR>in fact</TR>, is not true. All information could be handled by political purpose or ruler’s power.</EX> <TR>In that</TR>, we cannot distinguish whether book is true or not. <TR>Therefore</TR>, we should read various books.</SI1> </BO1>

<BO2><MI2><TR>Secondly</TR>, we can learn many things from nonfiction.</MI2> <SI2><EX>When I was young, I read many kinds of books, especially related with science. <TR>After that</TR>, when I attend a University, this gave me good imagination and knowledge about future in my major, Electronics.</EX> <TR>Therefore</TR>, to improve imagination and creation abilities, we cannot help reading .</SI2></BO2>

<CO><TR>In conclusion</TR>, all information is not true and we can learn lots of things from even nonfiction. <TR>Therefore</TR>, we should read various books.</CO>",::,5,::,4,::,4,::,3,::,4,::,4,::,4,::,3,::,3,::,"Your main points are good, but do you mean fiction instead of nonfiction?  ",//
"19&If you could change one important thing about your hometown, what would you change? Use reasons and specific examples to support your answer. ",::,"<IN>It is absolutely true that there are, at least one thing, that we want to convert ways of people handle matters. <TS><TR>In my case</TR>, if i chanced to get such opportunity, i would like to change the way my hometown people run school. <TR>In fact</TR>, they don't provide proper facilities nor do they give reasonable amount of hours sleep to students.</TS></IN>

<BO1><MI1>Lack in facilities means students are falling behind compare to those in developed country.</MI1> <SI1>My hometown schools do not have a good facilities for experiments. <EX><TR>Therefore</TR>, when i was young, i did not have many experiments during the science class. All we did was sit tight on the chair and listen to what the teacher says.</EX> This method is so useless for science is the class which would most likely to need experimenting.</SI1></BO1>

<BO2><MI2>Students don't get enough sleep.</MI2> <SI2>After finshing school at 10 p.m, highschool students do their homework until late night. <TR>Moreover</TR>, they have to wake up at 6 in the morning and go to school. Most of students can't stand against feeling tired. <TR>Hence</TR>, almost everyone fall asleep at school. They are growing people who need apt amount of hours sleep.</SI2></BO2> 

<CO><TR>In conclsion</TR>, we have considered some of the inadequate ways my hometown runs school. Students deserve better facilities and they need reasonable amount of hours to spend on good night sleep. <TR>Hence</TR>, we must give better treatment; for they are the ones who will, in the future, lead our societhy.</CO> ",::,5,::,4,::,5,::,4,::,4,::,5,::,5,::,4,::,3,::,"This is a very good essay!  Pay attention to your transitions and try not to use too many.  Try to make your thesis statement into one strong sentence.  Otherwise, good job!",//
"20&Some people trust their first impressions about a person's character while others don't. 
Compare these two types. Which one do you agree with? ",::,"<IN>There are about 6 billion people living in this small world. Maybe this could be the main factor why humans are called social beings- we have to meet so many peoples whether we want or not. <TS><TR>So</TR>, among many peoples, each indivisuals tend to judge others that can be distinguished into two types.</TS></IN>

<BO1><MI1>Some people trust their first impressions about a person's character.</MI1> <SI1>These people believe kind of words like &quotApprearance shows his mind&quot and &quotWhen a person became 40, he or she have the responsibility on their face&quot.We can tell the differance between criminal and priest in general. These people broad this concept and apply it to ordinary situations.</SI1></BO1>

<BO2><MI2>Unlike them, there are other people who do not judge a person's character by first look .</MI2> <SI2><TR>In this case</TR>, they think that they might have a prejudice and can't be able to know the true character. Due to the mass society, indivisuals look same and behave same. So they think it's hard to figure out the real inside.</SI2></BO2>

<CO>Comparing two types, I agree with second type. Relying on first impression just let you know a little bit of about others. <TR>For example</TR>, think about your old friends.You will surprise when you notice how they changed in your mind now and then.</CO>",::,4,::,4,::,4,::,4,::,4,::,4,::,4,::,4,::,4,::,"This is a decent essay, but you need to write more.",//
"21&How do movie or television influence people's behavior? Use 
reasons and specific examples to support your answer. ",::,"<IN>We are definitely living in the throes of overflowing technology. Technology have created many things with which we can enjoy our recreation. <TR>In fact</TR>, a most popular method to blow our stresses are Movies and TV. <TR>However</TR>, they can easily infect ones mind and behavior. <TS>They convert violence into ideal, and allege the true happiness lies in ones possession.</TS></IN>
 
<BO1><MI1><TR>First</TR>, movies and television convert violence into ideal.</MI1> <SI1>Whenever we watch a violent movies and TV programs, the main character seems to be awesome and cool. <EX><TR>For example</TR>, there was a boy who watched a gangster movie several times. In his view, killing and beatings were something worth a try. <TR>Therefore</TR>, a few days later, he killed one of his classmates.</EX> <TR>Hence</TR>, movies and TV programs disguist attractively and lure people to do the same.</SI1></BO1>

<BO2><MI2><TR>Then</TR>, there is the stimulus to consume.</MI2> <SI2>They hypnotize people by making them believe that the true happiness can only come from ones possesion. <TR>Thus</TR>, force people to steal and spend money on products shown through advertisments. <TR>Therefore</TR>, Many innocent people have suffered.</SI2></BO2>

<CO><TR>In conclusion</TR>, movies and television do affect ones behavior by converting violence into something worth a try, and stimulate people to spend money on comapany's products through advertisment. <TR>Therefore</TR>, those who make movies and television programs should show moderacy and make movies that are beneficial to people.</CO>",::,5,::,4,::,5,::,5,::,5,::,5,::,4,::,4,::,4,::,"This is a good essay.  You need to make your thesis statement stronger. It should be able to make sense by itself. Also, your second main paragraph seems to exaggerate a little.  It isn't common for people to steal money or stuff because of television - most of us get jobs and buy things.  If you are talking about a specific example, then use that example.",//
"22&Do you agree or disagree with the following statement? 

High schools should allow students to study the courses that students want to study. 

Use specific reasons and examples to support your opinion.",::,"<IN>Someone says that high school students to study the course alternatively for their autonomaty. Other says adolescence student should study fixed course work for intensifing their ability. <TS>I agree that student to study the course that students want to study in terms with enhancing creativity, satisfying their curiousty specially schooldays, preparing to become adult.</TS></IN>

<BO1><MI1><TR>First of all</TR>, school students are likely to have the course of which they want to choose because they are in middle stuation.</MI1> <SI1><TR>On the other hands</TR> they need so far new surrounding of education. We should got them to satisfy with their creativity.</SI1></BO1>

<BO2><MI2><TR>Second</TR>, actually high shcool students are tend to be more curious than any life times.</MI2> <SI2>So it is needless to say that various curiculmn is the best for students.</SI2></BO2>

<BO3><MI3><TR>Third</TR>, high school students is face to be adult soon or later.</MI3> <SI3>Society is different with schooldays. There are a few jeopardy, adventure, dream. To adapt to these strange environments, training may be need by choosing their curiculmn.</SI3></BO3> 

<CO><TR>In conclusion</TR>, it is essential that we allow student choose curiculmn according to their preference. To achieve well education condition, improve the quality of education high, we pay attention to this problem more considerately for enlarging student's ability.</CO>",::,4,::,3,::,3,::,2,::,4,::,3,::,2,::,2,::,2,::,"I'm afraid I didn't understand some of this essay.  I think I get the general idea. Your main ideas are good, but you need to develop this a lot more.  Each main paragraph should have 5-6 sentences of support, such as details, research and examples. Your thesis needs to be reworded.",//
