diary,::,EV,::,TR,::,SR,::,CO,::,Comment,//
"1147&Thursday, May 19 
Weather: It's six in the morning, but it's almost as if the sun has came out already. 
Nights are getting shorter and the days are getting longer. 
And weather forecast says it's the best day to go out. The weatherman said today is a ""perfectly sunny day"" and I really like it. 


<EV>Yesterday, I went to the Nowon Children's Library and borrowed some books.</EV> I'm going to tell you some interesting books or series today.
These days I'm reading ""The Mysterious Benedict Society"" series and ""The City of Ember"" series, and I think both of the series have wonderful books.
<TR>First,</TR>""The City of Ember"" is a bit short, and there are a total of four books in the series. I borrowed all of them execpt for the third book.
Here is the main story : when a catastrophe is about to take place on the planet Earth, the Builders construct an underground city and bring 50 men, 50 women and two babies for each couple. The Builders said that they should forget about their lives above the ground, and to keep their former lives as a secret from their children, so they don't wander around looking for the exit. In the underground city - called Ember - everything seemed perfect with bright lights provided by hydroelectricity and food (from the Greenhouse and storage rooms full of cans)
<TR>And finally</TR>, there is a document with instructions that the Builders left behind to prepare for the time when Ember becomes endangered. The document is called the Instructions for Egress, but it got lost by the seventh Mayor of Ember and no one knows about it.
<TR>Until</TR> Lina finds out and plans an exit from Ember with Doon.
In Lina's time, everything is lacking in Ember. The potatoes are diseased, and there are hardly any cans left for the citizens. Only privileged ones such as food workers and the Mayor have access to food, keeping the cans to themselves. <TR>And</TR> the light that supports Ember is beginning to flicker, and the people of Ember know that they are doomed. There are ""Believers,"" who believe that someone - frankly, the Builders themselves - will come and rescue them. 
When Lina and Doon finally exit Ember through a secret hallway built by the Builders, they realize that their previous world was nothing but a small ball of light deep underneath the ground. <TR>And</TR>, they send the message to the remaining people of Ember, and the story ends there.
There are other cities like Ember in many books. Take ""The Giver"" for example. (It is another one of my favorite books.) Jonas is living in a so-called utopia. The government controls everything: the food they eat, what dreams they have, what feelings they feel, etc. <TR>Since </TR>everything, almost everything, is controlled, they don't even feel anything about killing. The government calls it ""releasing"" and everyone takes that for granted.
<TR>Until</TR>, Jonas becomes the Receiver of Memory, a special person who remembers all of the memories of the past, he doesn't even know anything is wrong. With the help of the last Giver, who gives Jonas all the memories, Jonas learns about everything: colors, wars, real happiness, and about killing.
Too shocked that everyone is ""releasing"" old people and weak babies mercilessly, Jonas leaves the town, thinking of a way to tell the people about real life and real emotions.
<TR>Well</TR>, both books are talking about cities made and controlled by the government. Everything is perfectly controlled, until someone tries to break the control. <CO>Some say when if another World War happens again, and after almost all people die, there could be some country like that.
<TR>Well</TR>, what do you think?</CO>",::,3,::,3,::,1,::,4,::,What about these books do you like? Can you discuss what you like about the characters? What you dislike about them?,//
"1148&Wednesday, May 11th
Weather: My umbrella doesn't match. I should take the white one instead.

<EV>On my desk, there's a white and pink carnation tied with some pretty ribbon. </CO>
I made it on my own, with paper, glue, and scissors. 
I spent almost an hour making one carnation, and I think it's pretty. 
March is family month in Korea. There are lots of ""days"" which include Children's Day, Parents' Day and Teacher's Day. 
<TR>Well</TR>, this means that I have to spend a lot of time making flowers and writing cards. 
That's fun, though, because the whole process is done in secret.
Gifts are supposed to be a secret, right?
<TR>So,</TR> since Children's Day (May 5) and Parents' Day have passed, all I have to do is prepare some presents for my teachers. 
Who is your favorite teacher?
I have a few teachers I like, my former class teacher (from when I was in 6th grade, elementary school), my History teacher, my current class teacher (who is also my Science teacher) and finally, my Advanced-English teacher, Carlye.
I think all of them are really good, so I'm going to write letters to them. Teacher's Day is this Sunday, and I think the cards should be delivered to them by Saturday. <TR>But</TR>, I'm of two minds on whether or not I should write a letter to Carlye. <CO><TR>Well</TR>, I'm not good at English, and you know, it'll be my first card written in English to a native English speaker.
Oh, my mom's calling me for breakfast, and I should go.</CO>",::,3,::,4,::,1,::,2,::,Do you think these holidays are good? What about them is special? Are they just holidays for the excuse of having time off or do you really value the people that are supposed to be honored on these days?,//
"1149&Saturday, April 6
Weather: A little bit cold, and rainy.

<EV>Today is April 6th, the day after Children's Day!</EV>
What did you do on Children's Day?
<TR>Well</TR>, I'm not at the age to celebrate Children's Day because I am no longer an elementary school student. I'm a middle school student, and what's more, I'm in my second year!
Everyone thinks that I should be in my home, studying. <TR>But</TR>, that wasn't my intention yesterday. 
<TR>So</TR>, I went to Seoul Land!
I woke up at 5 A.M., got ready to play, ate a real quick breakfast, and went off!!!
The weather was great: not cold, no rain, only warm weather perfect for playing.
The amusement park was not crowded, due to the early time I got there. 
It was the perfect time to play. 
<TR>Well</TR>, some say that you go to Seoul Land to see the other people, instead of riding the rides, but that was not what we did. 
I rode about 6 or 7 rides in an hour, including the roller coasters, Magic Carpet and Goblin's Wind. 
All of them were fun, especially Goblin's Wind (Top Spin)!
You sit on the ride and it twists itself, turning in a full circle and... 
I cannot quite explain it. I wish I could upload some pictures. 
The roller coaster was exciting, too. It circled, twisted, and dived with really fast speed. One bad thing about it was time. It was too short, and all the excitement goes away. It felt as if we would start, twist a little, and ding! It's already over. Thank you.
<TR>And</TR> Shot X Drop was also really exciting. 
The ride shoots up to 52 meters high and shoots back down. I love the feeling of it, like flying. I think the fact that there's no place to put your feet makes the ride more exhilarating.
I'll leave short comments about some more exciting rides.

1) King Viking
You should sit at the end. It doesn't go really high, but if you sit at the end, you'll still feel the thrill of the ride.

2)Flume Ride
Watch out for the camera! It takes your picture when your face is at its most vulnerable. Plus, don't forget to bring some towels! You will be sorry that you didn't bring it. You get soaking wet. 

3)X Flyer
Wanna get the real excitement? Here we go~! It makes you scream. Not scary, yet. <TR>But</TR> don't go too far. I've seen some kids who went too far and...... your opinion.

4) Bumper Cars
Learn to ride your car! I got trapped with others and wasted my precious time. :(
Stress out!!

5) Zeppelin
When you feel like you're tired from all those other rides, try this. It makes you feel happy, tranquil and peaceful. It makes you smile.

6) Rock Cafe
Listening to music, around and around! 

7) Black Hole 2000
The ride twists twice, and there are seven dives! Don't put your glasses on. They can fly away. 

8) Double Loop Coaster
It circles two times, and you don't have to take off your glasses. The centripetal force keeps your glasses from falling off. Plus, you will be able to enjoy the caves with winds and lightning sparking.

9) Motion Theater
I love penguins! This is the story of some penguins. Well REALLY unlucky penguins, starting all their adventures with just one slip. SOOOOOOOO cute!!!!

10) Crazy Mouse
The most thrilling of all the rides. Stress out!
Sorry. That was a complete joke. It's a mini roller coaster for really small kids.

There was a lot more, and I'm sorry I cannot explain them all. <TR>Anyway</TR>, it was really fun.
When we came back home, it was 10 P.M. I just collapsed on bed and today, spent all day sleeping and watching TV. 
<CO><TR>Anyway</TR>, it was a wonderful day, and I'm thankful to my mum for waiting all those times in line for us to play and let us do all this joyful stuff!</CO>",::,4,::,3,::,3,::,4,::,This is good. It has a central topic that you stick to throughout the passage. Good details and reasons about why you like certain aspects of Seoul Land.,//
"1150&Friday, April 29 weather: just spring. Not too hot and not too cool.

<EV>Well, did you see the wedding of Prince William and Catherine? </EV>
It was not as grand as I thought it would be (compared to Diana), but everything was still beautiful and sincere. The bride's white dress was nice: not too fashionable, not too luxurious, and not so simple. <TR>And</TR> with simple earrings. 
<TR>Anyway</TR>, what makes her special and stand out was not the dresses or her hairstyle. It was her own self. <TR>Well</TR>, during the procession, she responded calmly to the crowd's cheers and her every action was natural and proud. It was as if she had belonged there from the beginning. <CO>I wish William and Catherine will live happily ever after, just as all the British citizens would also want. </CO>
(It's getting late- ten to midnight- and I'm really sleepy. I got some stories to tell you, but I think I cannot write all of them right now. <TR>Anyway</TR>, I'll try.)

Five, Four, Three, Two, One!!! Yeah!!
<EV>It's not like the New Year or anything. This is just what the kids did at the end of the mid-term exam.</EV> We counted the seconds, and when the bell rang, screams of joy erupted, whether we did good or bad on the test. 
Yes, the mid-term test was finished!! Today!
To be exact, it finished at 10:45 A.M. Loud cheers erupted between us, and we loved the fact that the exam was over and we'll be able to play for the rest of the vacation. I'm going to some party where we will eat and celebrate, play games and laugh together. It's going to be really exciting. Sunday? <TR>Well</TR>, for me, my hope is to play around all day, reading books and surfing the internet. (Remember what the weather channel said? It said it's going to be rainy all day during vacation. <TR>Well</TR>, to be honest, going out in rainy weather is totally not a good idea these days.) I'm going to read some English books such as ""A Corner of the Universe"" or ""Stargirl"" and many others. <CO>Oh, it sounds really exciting!! If I can, I should go to the library tomorrow.</CO>",::,3,::,3,::,2,::,3,::,Remember to stay on topic. Choose one thing to stick with and do it! It'll help you learn to become a better writer.,//
"1151&Wednesday, April 21th. 
Weather: I'm not sure, but I'm positive it's really warm.

<EV>Mid-term tests are coming rapidly.</EV>
<TR>So</TR>, all of us students are really nervous and don't even run around the classroom during recess (this seems crazy, but that's what boys do during recess) or as my Chinese Character teacher puts it, ""Play like they never played before"".
Students like to have study time instead of sitting in teachers' classes, and on the door of the teachers' room, there is a sign that says 'DO NOT ENTER. WE'RE MAKING EXAM QUESTIONS' in big, red, bold letters. 
All of the things about exams are making us more impatient.
<TR>And,</TR> today, I'm going to take an English ""speaking test"". <TR>Well</TR>, we have to memorize the sentences that our English teacher gave to us, such as, ""Where did we build the Great Pyramid? On the west or on the east bank of the Nile river?"" and ""Hojin wanted to talk to the artists at the compamy because he wants to be an artist."" and the teacher will test us. I learned and memorized 30 different sentences by heart. Whoa.


Let's talk about other things.
I don't have to spend the morning sad and blue, thinking about exams, right?
<EV><TR>Well</TR>, I'd like to say that our school is getting nicer.</EV>
There is a new gym, library and cafeteria.
There is already a small garden with benches to sit on and trees to see, which are beautiful 
with loads of flower blooming.
<TR>During</TR> our winter vacation, our outer wall was cleaned and painted, and the school gate is also beautiful! It is white with a pretty shape.
That is the good side of our school. 
About the bad side, let's hear what my frends are saying.
""Why don't they repair the bathroom? The bathroom is the one that needs new repairs. <TR>And</TR> also the school lockers and chairs.""
<CO>""They should solve the school's inner problems first, not the outer problems.""
<TR>Well</TR>, can you see the problem?</CO>",::,3,::,3,::,2,::,4,::,Remember to sta on topic and to adhere to proper paragraph form! You need introductions and conclusions and good body paragraphs.,//
"1152&<EV>The word ""spring"" seems to perfectly describe these days. </EV>
It's April, and April has a magic power to bring the spring beautifully.
White cherry blossoms are decorating the sky, and bees are joyfully following the scent of the spring. (I used to see drones fly when I was young, but I cannot see them now. They look like bees, but they are not dangerous, with no poison, and really meek.) I can't see the butterflies yet, but I hope to see them soon.
Some unhappy things are happening in the human world. <TR>And</TR> for us students, the midterm tests are coming up, making us more and more nervous as the day approaches. 
<CO><TR>But</TR> I am glad that spring is coming, normally and naturally. </CO>

<EV>-Speaking of the midterm tests, the teachers are really anxious about giving us some project work.</EV> Class after class, I have a test!!! I took a test on History, Science, technique and P.E.
<CO><TR>But</TR> I still have to take some more tests in Korean, Math, English (plus Advanced English), Arts, and finally Biology. It's driving us crazy.</CO>",::,3,::,3,::,3,::,3,::,"Talk more about what kind of magic you think that April holds. What is it about that month in particular that really speaks to you? Also, what are some other unhappy things that other people in the world are having to deal with besides exams?",//
"1153&<EV>I didn't finish the story, did I?</EV>
<TR>But</TR>, there's not much left to say. 
<TR>After</TR> touring the place, we came back to our home. <CO>That is the end of the story.</CO>

Urm.... I don't want to admit this, but it is true that the mid-term tests are coming soon.
Not even one month is left, and I'm getting really nervous.
We haves tests in seven subjects: English, Korean, History, Science (Biology), Mathematics, technique and housekeeping, Chinese character (Han-mun).
Teachers are reminding us of the test, and I totally don't appreciate that. 
<TR>And,</TR> we have to do some project work, which is really hard.
What I'm really worried about is math.
It's making me nervous, and I'm trying to make up for it by practicing lots of math problems. 
I'm wishing that I'll do fine on the test...... No, I will do fine on the test.
Another problem is I need to learn all of the subjects by heart. <TR>Even</TR> English needs more memorizing, not to mention the other five subjects. It's knocking me out.
<CO>Oh, I got to study more!</CO>",::,3,::,3,::,4,::,3,::,"What can you do to achieve your goals? Also, remember that one line does not constitute a paragraph. The conclusion is too short.",//
"1154&<EV>I got really tired after the camp, so I just ignored this.</EV> <TR>But</TR>, since I said that I would write about my camp experience, I'm keeping my promise.
The camp was good. Except for the fact that we couldn't enjoy our time on the bus because it took only half an hour to reach the place. It was annoying. We seem to complain about a long bus ride, but we really enjoy the talk and cookies on the bus.
<TR>Anyway</TR>, when I first got out of the bus, and saw the sight of the camp, my first impression was ""Wow."" It seemed nothing like a camp place. A silver, sophisticated building stood there and it was beautiful and brand-new. Guided by the camp's staff, we could see our apartment, the place we were to stay during our time in the Song-am Space Center. In our 'room', there were two floors, and on the top floor, half of the ceiling was glass. The glass was transparent so we could see the stars shining when we lay down. I have never seen anything like that. It was magnificent. 
As soon as we put down our bags and gathered together, the teachers divided all of us into two group and started the activities. I was in 'A' group, so the first part of my program was drawing glow-in-the-dark celestial map. I was a little disappointed by the result because all I could do was to mark the sites of important stars, such as Sirius, Polaris and Altair. It was boring, and teachers didn't let us take the activity paper we made. It was really annoying. I wanted to put it up on my room and enjoy the glowing of important stars. <TR>After that</TR>, we saw a 3D-movie. If it's supposed to be a 3D-movie, you should wear some sort of special glasses or the screen will be all blurry. <TR>But</TR> this was nothing like that. Do you know about planetariums? 
A planetarium is a theater that is shaped like a hemisphere, and you go in and ""sit."" (Even though, ""lay down"" is more accurate, you cannot say that you laid down on the chair. It seems ridiculous.) The screen is also hemisphere-shaped and when you look at it, it feels so real. It's much nicer than a regular 3D-movie because you don't have to wear those glasses, and a regular 3D-movie doesn't make you feel like you're a part of the scene that is playing on the screen. <TR>Anyway</TR>, it was good. 
<TR>Finally</TR>, dinner time!!! Dinner was chicken steak and french fries and rice. It was delicious.
<TR>But</TR> they seemed to forget that we needed salad. <TR>Well</TR>, they can't give always gives us everything we want, can they?
<TR>After</TR> dinnertime, we had a little recreation time and went to sleep. You know what? We stayed up untill 3 A.M, eating snakes and talking, surfing the internet, and whatever. I cannot say that I was totally fine the next morinig, but hey, it was fun, especially with seniors entertaining us with jokes. 

The sky was blue, and the air was cold. Everyone's breath froze in the air in the morning. 
<TR>After</TR> breakfast, we did the ""Challenger"" program. Remember the unlucky space shuttle, ""Challenger?"" Yeah, it blew up in the air while launching. <TR>And</TR> all of the crew members died. <TR>And</TR> their family made up this program as a memorial or something. I'm not sure. <CO>The time was running out, and all we could do was quickly tour the installation. </CO>


Please don't edit this until Saturday, will you?",::,3,::,3,::,3,::,2,::,Good but no emotional investment in any particular subject.,//
"1155&Friday, May 25th. Weather: They said it's REALLY cold. I'm worried.

I'm not sure if this title is correct: I just combined the words.
<TR>Anyway</TR>, I'm running out of time right now, so I think I should write only a little today.
<EV>Have I ever mentioned anything about the 'student union council'??</EV> Maybe not.
<TR>But</TR> I think most of the students would know what it is. It's really popular, especially if you are attending school. How should I begin? 
<TR>Well, during</TR> the first week of the new semester, the class will vote for two presidents, one male and one female. <TR>And</TR> if you are in the second year of middle school, you can also apply for the school steering committee. I applied for it, since I already experienced about what it's like to be the class president. I wanted to try out another position at school. <TR>And</TR> I was picked. <TR>So</TR>, from that day on, I started coming to school a little early and leaving late. 
Oh, this is not the point that I was trying to write about. Back to the first topic. 
<TR>So</TR>, I'm attending the student union retreat as part of the school steering committee. This student union retreat starts today, and ends tomorrow, and I'm going to spend the night at Song-arm Space Center. Teachers have told me that it'll be a very nice place to camp, and I am thinking that they should treat us really nicely because of the amount of money they charged. (It was really expensive, compared to the previous place they went to.)
<TR>And</TR> the program! One of the main programs will be drawing a glow-in-the-dark celestial map, and watching a 3D-movie. I think the movie is about the Universe. <CO>I should look at the handout for more information.
<TR>So,</TR> I packed everything I will need for the trip, and I'm leaving after lunch time. 
I'll write about it if I can.</CO>",::,3,::,3,::,1,::,3,::,Why is it that you want to be part of student government? Is is because it is expected of you or do you really thinkn that it could be a good experience for you?,//
"1156&Wednesday, March 16th
Weather: beginning of spring

<EV>Wow, a new computer!</EV>
The new computer is surely nicer than the old one in every aspect: speed, icon, computer background, program, Window, memory... sorry, but I cannot even remember all of them. Oh, the computer storage capacity on the new computer is the best. My previous computer's storage capacity was only 320GB, but the new one holds 500GB. That means more room for movies or programs. It's cool.
<TR>And</TR> the design is great. Desktop's design is called 'rising sun' or something similar to that. It's decorated with reddish lines and it looks luxurious, fitting perfectly into the living room. <TR>And</TR>, it has a flap on the left side, so that when you lift it up, you can see the USB ports, SD card ports, MS card port and others that I cannot remember. <TR>Above it</TR>, there's a small, round button that makes the desktop open the CD/DVD player. I can write CDs or DVDs in addition to playing them. 
I also got 2 mice, 1 wireless mouse, a keyboard, a set of speaker, USB 4G*2, and a headset as freebies. Wi-Fi Sharing is going to deliver everything to us this week. With that, I can also get Wi-Fi on my phone. <TR>And</TR> that means I don't have to start the computer just to see something that is very trivial. I once tried a cool gadget that my mother used called an Internet Telephone, and I totally got into it. I'm really looking forward to having a cool gadget like that. 

At school, I am taking Carley Vroom's class, and she is a really fine lady. She plays games with us, makes us have discussions, and says that she's not going to give us homework. Her class itself is joy and happiness. <TR>And</TR> I like that. <TR>Yet</TR>, calling my teacher by her name is not something that I can do at once. I can't just go to her and say, 'Carley?'. Just thinking about it is making me embarrassed. <TR>So</TR>, I just say ""Excuse me?"", and I think that she is becoming used to it by many Korean students. Am I timid?
Her second class is coming up this Friday. <CO><TR>And</TR> I'm really looking forward for it. :)</CO>",::,3,::,3,::,3,::,3,::,Remember to choose a single topic and stick with it. It will make writing the essay much easier and also help you to improve your skills.,//
"1157&Wednesday, March 9th. Weather: still cold

<EV>It is nice to write in my diary in the morning.</EV> There's no sound except for some cars passing, and it helps me to wake up early.
Today is Wednesday, and in my school, Wednesday is the day in which I spend the most time at the school. There are 7 classes waiting for me today: Korean, Biology, Art, Chinese, Math, Ethics, and English. 
Being a second-year student in middle school means having more classes in middle school. I have 'History' instead of Social Studies, and 'Science' is divided into 'Biology'and 'Science'.
I have no idea whether or not a class is good or easy, but I think the teacher is good. That's enough. 
History, again, it's a problem. I'm lacking in history stuff. <TR>Especially</TR> Korean History. World History is at least fun, but I'm not sure about Korean History yet. Mom always told me to read some books about Korean History, and now I'm regretting not listening to her. Again. (Mom always seems to be right, and I am always wrong. It's depressing.) <TR>But</TR>, I'm going to try harder from now on.

You know what? There's a class that I can take starting from my second year. Teachers call it 'Advanced English' , but students call it the 'Native Speaker Class'. It's once a week, and I'm looking forward to it. The teacher's name is Caryle Vroom, and she has blonde hair and blue eyes, really blue eyes. <TR>And</TR> she seems so bright, judging from the way she talks and smiles. I really do like her. Some more information about her is that she is from Toronto, Canada, 28 years old, and 171 cm tall. <TR>Still</TR>, I don't know much about her. <TR>And</TR> I'm sure we'll have to figure it out during the class. I'm eager to take her class. 

An English book I am reading is ""39 Clues."" It's part of a series, and an interesting fantasy book. It's about two children, a brother and a sister, Daniel and Amy, who must solve their family's secret. Amy and Dan lost their parents in a fire, and they thought that Grace (their grandmother) is the only family they have left. <TR>But</TR>, with their grandma's death, the secret about their Cahill family is revealed to them, and they begin to travel around the world to save their family. They travel all around the world: China, Japan, Korea, Egypt, Italy, UK and many other countries. It's interesting to read them, so I think it'll be fun for you to try that book. <TR>But</TR>, don't read it too seriously unless you want your mom to scold you. It's fiction, and most moms don't like it when their kids read too much fiction. <CO><TR>So,</TR> just read it for fun.</CO>",::,3,::,3,::,1,::,3,::,Don't forgot your conclusion. You've got a good introduction and body here but you really need a conclusion to tie every thing together and reiterate your points.,//
"1158&Wednesday, March 1st. Weather: Why I didn't wear coat today? It was foolish. Unusually cold.

As I was going to school, I blamed myself for not listening to mom and not wearing my coat. It was freezing cold. <TR>But</TR> I didn't have a choice because my friend was waiting for me in front of the Mart, and time was running out. <TR>So</TR>, I decided to just go on, which led to a whole day of shivering.
<EV>Today was my first day at school, and I was excited about going to school again and seeing my friends.</EV> I mean, new friends. First days are always thrilling. <TR>And</TR> I guess everyone feels the same way about that. 
The opening ceremony took place in the schoolyard. There is a gym in my school, but the teachers told us that it cannot be used until April. I'm hoping that this means that there will be no more cold or hot PEs. Gee.(I always disliked, but not hated, the PE class. It is really hard. I'm not really good at this.)
Anyway, the opening ceremony was a mess. All of the students talked like they just got the first chance in their life to talk, and even the teachers ignored them and let them talk. Even while our headmaster was talking! It was so rude. <TR>So</TR> the teachers just finished the ceremony early. 
After that, we went to our new class,(in my case, class no. 3) and met our new classmates and teacher. My teacher seems good. She is middle-aged and a little strict, but also kind. Mom says that this type of teacher is good. <TR>But</TR> the problem is my classmates. <TR>In my opinion</TR>, almost half of the girls and boys seem to be troublemakers. You know, the kids who disturb the mood of the class and make teachers get mad and won't let us continue the class. That's the problem.... <TR>And</TR> the type of girls, who like to spend a lot of time styling their hair and use bad words, never studying. 
<TR>But</TR>, the bright side is that those kids are only a small part of the class. Like I joked to my friend after school, if I have bad kids in my class, that means I'll get much higher grades when the teachers grade on a curve. <TR>And</TR> usually, teachers do that. 
There's nothing to worry about, it's just a little problem. <CO><TR>And</TR>, still, I believe I can make the best of it, with many good friends and good teachers.</CO>



P.S.: My class teacher says we have to get to the school by 8:20. Isn't that a bit early?
Other classes only have to get to school by 8:40. I have to get up earlier tomorrow.",::,3,::,3,::,1,::,4,::,"Why not talk more about those ""bad girls""? What is it about them that makes them bad? Why do you think they act this way?",//
"1159&Saturday, February 12. Weather: If I pour water in the air, it'll turn to ice and shatter against the earth.


<EV>Today, the books I bought on the internet were delivered!</EV> How wonderful!!

Due to my English books, my sister's book delivery was postponed. <TR>And</TR> she complains every minute, but I don't care. She'll stop anyway. I just told her, ""You cannot make the delivery come faster even though you complain to me"" and went to my room.

Was I mean to her? <TR>But</TR> it's just one day. <TR>But</TR> l didn't have time to think about whether I was mean or not.

As soon as I got into my room, I slumped onto my soft cushion and started reading books. The perfect light-not too bright and not too dim-and the happiness of reading a new book with hot chocolate beside me, and my room is so silent that I can even hear myself breathing. It's the perfect condition for reading books. Cozy, silent.

Oops, I didn't introduce my new book, did I? It's by Shannon Hale. She's the author of a series, and you know, she's a Newbery Honor winner. It was magnificent book. No wonder it got a Newbery Medal. I'm planning to read it again, but only if I have enough time for that. 

Back to my book, l'll write a small summary about this story. 

-When Lady Saren refuses to marry a man she fears, she and her maid (the writer of the story), Dashti, are locked in a tower with only a tiny flap open to the outside world. As food runs low and the weather changes from boiling hot to unbearably cold, it is all Dashti can do to make them comfortable in their dark prison. Not long after their confinement begins, Saren's suitors arrive- one welcome and the other less so- and she orders Dashti to speak to them. Impersonating Lady Saren is a crime punishable by death, but Dashti will have to play the role many times if she is to save them both from the tower and the dangers outside. As she takes control of their desperate situation, Dashti begins to understand her own astonishing talents and believes that even a low-born maid can find ture love-

There's a happy ending, anyway, and it's fasinating. I couldn't let go of this book until I finished it. It just didn't let me. <TR>And</TR> I spent three hours, reading and reading. I didn't realize what time it was untill I heard my mom calling me for dinner. Being absorbed in a book is a wonderful experience. It makes me feel like I'm really understanding the writer, and I could tour the world through books. Isn't that beautiful? 

My favorite kinds of books are fiction, science fiction, and novels. You can say they are just stories. And more specifically, I favor the stories where the narrators are telling the readers his or her story. I don't think I can explain very well. Okay, l'll make it simple. If the novel starts with 'I', that's my favorite kind. Hearing stories directly from the character is really fascinating and makes you feel like you are the character leading the story. I also love the 'diary' style, and-

Oops, my mom is angry at me for spending too much time on writing this note. Next time, I'll write a full review. 

",::,4,::,3,::,1,::,2,::,Write about what you like about the story - not just a summary. Challenge yourself to write something that you didn't think you were capable.,//
"1160&-Script Report-

Time travel has been an interesting and mysterious topic for people. People imagined about interstellar traveling by time warp and space warp. <TR>In addition</TR>, scientists, especially physicists, started to find out the secrets of time travelling, and they discovered that the only way to travel through time was to accelerate faster than light.

<EV>Dr. Harold G. White, who works in NASA as a physicist and an engineer, is trying to find out whether humanity can time travel in the future in the floating white rounded-shaped laboratory.</EV> 

They are following the theory of one Mexican physicist named Miguel Alcubierre, who discovered faster-than-light speeds were possible, buy did not contradict with Einstein. Alcubierre referred that the machine, which gathers the speed in reality, could never be constructed. In his theory, the space has both forces: expansion, and contraction. His theoretical propulsion system controls space-time, by generating ‘warp bubble’. It is to make the spaceship to expand and contract with opposite direction.

Dr. White strongly believes that they can success the project because of their advance in their propulsion system, and they say that the ring around the warp bubble is the major key to solve the warp-travel matter. <TR>However</TR>, they do not think about making this experiment expanded because the current technology cannot accomplish the bigger warp bubble. Dr. White just wants to prove if the warp bubble exists.

There are contrary opinions about the experiment. Who assists White’s opinion are the people like Steve Stich, deputy director of engineering at the Johnson Space Center, and Richard Obousy, a physicist who is president of Icarus Interstellar. They are saying the experiment is able to succeed with longer time scale and their constant effort. Others like Edwin F. Taylor, a former editor of The American Journal of Physics and senior research scientist at M.I.T, and Neil deGrasse Tyson, astrophysicist at the American Museum of Natural History, disagrees with him. Saying White’s experiment is absurd, they referred the experiment needs far-advanced technology that could be exist in the future.

Even Dr. Alcubierre himself, is telling that his theory is just, ‘theory’. By using the warp bubble, the spaceship consumes an amount of exotic matters. <TR>Moreover</TR>, as they use the warp bubble, they cannot get any signals within the ship as the ship is travelling faster than light. Ironically, pilot cannot turn it on or off either. <TR>As a result</TR>, the machine is practically impossible.

<CO>Time travel is the dream of humanity until now and for the future. For now, it is impossible to make the machine but in the near future, I strongly believe that it could succeed perfectly and humanity’s boundary will be further than present’s.</CO>",::,4,::,4,::,1,::,4,::,What do you think these theories and studies could mean for the future of the human race? Combine paragraphs when they are of similar content to cut down on clutter.,//
"1161&The people who are struggling to survive from the zombie virus… Get cooperation and hold back their lives!

<EV>Some of you might know about the zombie game of this title. </EV> It is presented from Valve, one of the biggest game companies in the world. Source engine is applied in the game. The engine presents smooth motion graphic and the background graphic provides basic reality and concentration of the game. <TR>In addition,</EV>, a unique game system, which uses the ‘cooperation play’, makes the game more exciting and makes everyone to unite while playing, which makes no exception for selfish game-play.

All of these components are in this upgraded engine, and it makes the game unique and interesting. <TR>In fact</TR>, Left 4 Dead 2 already gathers a lot of popularity all over the world. <TR>To summarize the plot</TR>, things all change when virus sweeps the earth. Eight characters are divided into two teams. They get through the courses to find the getaway and try to contact with other survivors such as the army of the U.S. Their occupations are varying from news anchors to swindlers. However, their goal is all the same. Surviving.

You know what? The game method is very simple. Most of the boys would know about the FPS (First Person Shooter) genre which is very simple, and the only target is to eliminate the opponent. <TR>However</TR>, what makes the game different from those is that Left 4 Dead is a cooperative game that does not exist in Korean games. <TR>Moreover</TR>, the way of cooperating with each player first came from this game. It may be exaggerated on one side, but surely, it made a strict frame of telling what makes a real cooperative game. I mean really. Helping each 4 of them, makes this game unique.

I also want to tell you about other things that stimulate your hands, which make you, cannot help but play it. <TR>Firstly</TR>, it shows a clear boundary between other ordinary zombie genre games. The zombies are distinguished in 4 ways. Ordinary zombies, specialized zombies, boss zombies, and particular zombies that only appear on certain stages. These zombies make me really out of mind, but they also make me not to be bored all the time. <TR>Also</TR>, the variation of weapons. The selections are more than 25. Each of the weapons is specialized to certain zombies. Changing weapons during the game, users don't have to worry about which weapon they are going to select. <TR>Moreover</TR>, thanks to the characteristics of the Source engine, the overall atmosphere gives us the perfect feeling of being sucked into the game. The motion, the striking sense, the background sounds make me really frightened sometimes. There is a few more things to notice but I should stop now. To quote the idiom, ‘Gaming is believing’.

The title, ‘Left 4 Dead’, is quite scary isn't it? Only four people make a team and go through charging zombies ahead… I sometimes think of the days like in this situation. 
‘What am I gonna do? Or else, if I'm gonna be a zombie?’
… Whoa. It would rather be nice not to think about that. Ha ha.",::,4,::,4,::,1,::,3,::,Maybe provide some pros and cons about video games.,//
